c0,c1
2014-02-14 21:27:00,47.84
2014-02-14 21:32:00,42.774
2014-02-14 21:37:00,50.494
2014-02-14 21:42:00,45.364
2014-02-14 21:47:00,43.192
2014-02-14 21:52:00,48.356
2014-02-14 21:57:00,47.958
2014-02-14 22:02:00,44.026
2014-02-14 22:07:00,49.46
2014-02-14 22:12:00,47.11
2014-02-14 22:17:00,44.218
2014-02-14 22:22:00,47.154
2014-02-14 22:27:00,41.726
2014-02-14 22:32:00,53.662
2014-02-14 22:37:00,46.808
2014-02-14 22:42:00,44.834
2014-02-14 22:47:00,49.554
2014-02-14 22:52:00,45.822
2014-02-14 22:57:00,46.768
2014-02-14 23:02:00,50.71
2014-02-14 23:07:00,43.662
2014-02-14 23:12:00,53.544
2014-02-14 23:17:00,46.478
2014-02-14 23:22:00,43.052
2014-02-14 23:27:00,49.038
2014-02-14 23:32:00,46.238
2014-02-14 23:37:00,44.906
2014-02-14 23:42:00,48.51
2014-02-14 23:47:00,40.834
2014-02-14 23:52:00,52.364
2014-02-14 23:57:00,47.206
2014-02-15 00:02:00,43.31
2014-02-15 00:07:00,53.028
2014-02-15 00:12:00,46.644
2014-02-15 00:17:00,46.124
2014-02-15 00:22:00,47.802
2014-02-15 00:27:00,41.356
2014-02-15 00:32:00,52.184
2014-02-15 00:37:00,45.774
2014-02-15 00:42:00,42.792
2014-02-15 00:47:00,49.036
2014-02-15 00:52:00,45.634
2014-02-15 00:57:00,46.292
2014-02-15 01:02:00,46.738
2014-02-15 01:07:00,43.076
2014-02-15 01:12:00,51.71
2014-02-15 01:17:00,44.564
2014-02-15 01:22:00,42.888
2014-02-15 01:27:00,48.874
2014-02-15 01:32:00,45.658
2014-02-15 01:37:00,44.052
2014-02-15 01:42:00,47.684
2014-02-15 01:47:00,40.316
2014-02-15 01:52:00,52.438
2014-02-15 01:57:00,46.948
2014-02-15 02:02:00,43.13
2014-02-15 02:07:00,51.83
2014-02-15 02:12:00,46.272
2014-02-15 02:17:00,46.15
2014-02-15 02:22:00,48.098
2014-02-15 02:27:00,40.868
2014-02-15 02:32:00,52.63
2014-02-15 02:37:00,45.328
2014-02-15 02:42:00,43.86
2014-02-15 02:47:00,49.19
2014-02-15 02:52:00,40.032
2014-02-15 02:57:00,52.91
2014-02-15 03:02:00,46.916
2014-02-15 03:07:00,43.408
2014-02-15 03:12:00,50.222
2014-02-15 03:17:00,45.886
2014-02-15 03:22:00,43.94
2014-02-15 03:27:00,48.166
2014-02-15 03:32:00,40.822
2014-02-15 03:37:00,54.248
2014-02-15 03:42:00,46.878
2014-02-15 03:47:00,41.85
2014-02-15 03:52:00,51.548
2014-02-15 03:57:00,47.73
2014-02-15 04:02:00,45.212
2014-02-15 04:07:00,50.658
2014-02-15 04:12:00,39.87
2014-02-15 04:17:00,50.728
2014-02-15 04:22:00,46.15
2014-02-15 04:27:00,43.126
2014-02-15 04:32:00,49.672
2014-02-15 04:37:00,46.644
2014-02-15 04:42:00,44.994
2014-02-15 04:47:00,47.432
2014-02-15 04:52:00,40.212
2014-02-15 04:57:00,53.888
2014-02-15 05:02:00,43.248
2014-02-15 05:07:00,44.366
2014-02-15 05:12:00,49.126
2014-02-15 05:17:00,45.48
2014-02-15 05:22:00,44.754
2014-02-15 05:27:00,46.69
2014-02-15 05:32:00,41.76
2014-02-15 05:37:00,52.368
2014-02-15 05:42:00,44.882
2014-02-15 05:47:00,42.23
2014-02-15 05:52:00,49.624
2014-02-15 05:57:00,47.63
2014-02-15 06:02:00,44.786
2014-02-15 06:07:00,49.354
2014-02-15 06:12:00,40.702
2014-02-15 06:17:00,51.666
2014-02-15 06:22:00,45.0
2014-02-15 06:27:00,43.616
2014-02-15 06:32:00,50.822
2014-02-15 06:37:00,44.414
2014-02-15 06:42:00,44.232
2014-02-15 06:47:00,48.236
2014-02-15 06:52:00,41.08
2014-02-15 06:57:00,53.92
2014-02-15 07:02:00,46.22
2014-02-15 07:07:00,43.522
2014-02-15 07:12:00,49.74
2014-02-15 07:17:00,43.592
2014-02-15 07:22:00,41.808
2014-02-15 07:27:00,49.366
2014-02-15 07:32:00,45.492
2014-02-15 07:37:00,44.296
2014-02-15 07:42:00,49.706
2014-02-15 07:47:00,40.868
2014-02-15 07:52:00,51.808
2014-02-15 07:57:00,48.562
2014-02-15 08:02:00,41.902
2014-02-15 08:07:00,53.708
2014-02-15 08:12:00,46.55
2014-02-15 08:17:00,41.338
2014-02-15 08:22:00,48.366
2014-02-15 08:27:00,41.878
2014-02-15 08:32:00,52.342
2014-02-15 08:37:00,46.502
2014-02-15 08:42:00,42.276
2014-02-15 08:47:00,50.104
2014-02-15 08:52:00,45.728
2014-02-15 08:57:00,45.494
2014-02-15 09:02:00,48.666
2014-02-15 09:07:00,48.17
2014-02-15 09:12:00,44.672
2014-02-15 09:17:00,45.54
2014-02-15 09:22:00,40.892
2014-02-15 09:27:00,50.024
2014-02-15 09:32:00,45.376
2014-02-15 09:37:00,42.746
2014-02-15 09:42:00,48.076
2014-02-15 09:47:00,46.69
2014-02-15 09:52:00,44.132
2014-02-15 09:57:00,49.898
2014-02-15 10:02:00,40.798
2014-02-15 10:07:00,53.216
2014-02-15 10:12:00,45.298
2014-02-15 10:17:00,41.76
2014-02-15 10:22:00,48.662
2014-02-15 10:27:00,45.536
2014-02-15 10:32:00,45.044
2014-02-15 10:37:00,48.068
2014-02-15 10:42:00,41.77
2014-02-15 10:47:00,51.738
2014-02-15 10:52:00,47.558
2014-02-15 10:57:00,43.122
2014-02-15 11:02:00,50.234
2014-02-15 11:07:00,47.474
2014-02-15 11:12:00,43.17
2014-02-15 11:17:00,47.418
2014-02-15 11:22:00,39.86
2014-02-15 11:27:00,51.456
2014-02-15 11:32:00,44.32
2014-02-15 11:37:00,42.206
2014-02-15 11:42:00,49.272
2014-02-15 11:47:00,46.066
2014-02-15 11:52:00,45.164
2014-02-15 11:57:00,49.432
2014-02-15 12:02:00,40.306
2014-02-15 12:07:00,53.17
2014-02-15 12:12:00,45.416
2014-02-15 12:17:00,42.05
2014-02-15 12:22:00,50.45
2014-02-15 12:27:00,47.042
2014-02-15 12:32:00,44.508
2014-02-15 12:37:00,47.958
2014-02-15 12:42:00,41.526
2014-02-15 12:47:00,52.746
2014-02-15 12:52:00,45.4
2014-02-15 12:57:00,44.038
2014-02-15 13:02:00,50.422
2014-02-15 13:07:00,47.746
2014-02-15 13:12:00,43.662
2014-02-15 13:17:00,48.544
2014-02-15 13:22:00,40.54
2014-02-15 13:27:00,51.808
2014-02-15 13:32:00,46.15
2014-02-15 13:37:00,42.042
2014-02-15 13:42:00,48.69
2014-02-15 13:47:00,45.954
2014-02-15 13:52:00,45.328
2014-02-15 13:57:00,48.544
2014-02-15 14:02:00,40.892
2014-02-15 14:07:00,55.154
2014-02-15 14:12:00,43.996
2014-02-15 14:17:00,43.052
2014-02-15 14:22:00,48.268
2014-02-15 14:27:00,44.836
2014-02-15 14:32:00,45.2
2014-02-15 14:37:00,47.3
2014-02-15 14:42:00,40.07
2014-02-15 14:47:00,51.844
2014-02-15 14:52:00,47.432
2014-02-15 14:57:00,43.92
2014-02-15 15:02:00,50.994
2014-02-15 15:07:00,48.136
2014-02-15 15:12:00,44.772
2014-02-15 15:17:00,49.014
2014-02-15 15:22:00,40.658
2014-02-15 15:27:00,51.578
2014-02-15 15:32:00,47.3
2014-02-15 15:37:00,41.79
2014-02-15 15:42:00,52.348
2014-02-15 15:47:00,44.836
2014-02-15 15:52:00,44.718
2014-02-15 15:57:00,49.766
2014-02-15 16:02:00,40.4
2014-02-15 16:07:00,53.404
2014-02-15 16:12:00,45.024
2014-02-15 16:17:00,42.254
2014-02-15 16:22:00,49.496
2014-02-15 16:27:00,46.198
2014-02-15 16:32:00,44.414
2014-02-15 16:37:00,45.586
2014-02-15 16:42:00,45.958
2014-02-15 16:47:00,44.554
2014-02-15 16:52:00,47.184
2014-02-15 16:57:00,43.092
2014-02-15 17:02:00,53.586
2014-02-15 17:07:00,47.288
2014-02-15 17:12:00,43.162
2014-02-15 17:17:00,49.108
2014-02-15 17:22:00,46.304
2014-02-15 17:27:00,43.356
2014-02-15 17:32:00,48.076
2014-02-15 17:37:00,39.554
2014-02-15 17:42:00,52.418
2014-02-15 17:47:00,46.26
2014-02-15 17:52:00,42.152
2014-02-15 17:57:00,52.37
2014-02-15 18:02:00,45.47
2014-02-15 18:07:00,46.126
2014-02-15 18:12:00,46.22
2014-02-15 18:17:00,40.234
2014-02-15 18:22:00,52.384
2014-02-15 18:27:00,45.36
2014-02-15 18:32:00,43.378
2014-02-15 18:37:00,48.802
2014-02-15 18:42:00,40.492
2014-02-15 18:47:00,53.17
2014-02-15 18:52:00,46.126
2014-02-15 18:57:00,43.51
2014-02-15 19:02:00,50.396
2014-02-15 19:07:00,48.216
2014-02-15 19:12:00,44.882
2014-02-15 19:17:00,47.404
2014-02-15 19:22:00,41.1
2014-02-15 19:27:00,52.98
2014-02-15 19:32:00,43.474
2014-02-15 19:37:00,41.106
2014-02-15 19:42:00,48.334
2014-02-15 19:47:00,46.478
2014-02-15 19:52:00,43.544
2014-02-15 19:57:00,50.494
2014-02-15 20:02:00,41.228
2014-02-15 20:07:00,54.264
2014-02-15 20:12:00,45.798
2014-02-15 20:17:00,42.324
2014-02-15 20:22:00,50.986
2014-02-15 20:27:00,46.604
2014-02-15 20:32:00,45.706
2014-02-15 20:37:00,48.286
2014-02-15 20:42:00,40.652
2014-02-15 20:47:00,53.522
2014-02-15 20:52:00,45.392
2014-02-15 20:57:00,45.102
2014-02-15 21:02:00,49.754
2014-02-15 21:07:00,48.944
2014-02-15 21:12:00,44.672
2014-02-15 21:17:00,47.066
2014-02-15 21:22:00,41.174
2014-02-15 21:27:00,52.09
2014-02-15 21:32:00,45.258
2014-02-15 21:37:00,42.764
2014-02-15 21:42:00,48.216
2014-02-15 21:47:00,46.726
2014-02-15 21:52:00,44.292
2014-02-15 21:57:00,49.484
2014-02-15 22:02:00,40.492
2014-02-15 22:07:00,54.722
2014-02-15 22:12:00,45.586
2014-02-15 22:17:00,41.82
2014-02-15 22:22:00,48.896
2014-02-15 22:27:00,46.344
2014-02-15 22:32:00,45.07
2014-02-15 22:37:00,45.972
2014-02-15 22:42:00,40.164
2014-02-15 22:47:00,51.572
2014-02-15 22:52:00,44.812
2014-02-15 22:57:00,46.198
2014-02-15 23:02:00,48.802
2014-02-15 23:07:00,48.724
2014-02-15 23:12:00,45.282
2014-02-15 23:17:00,46.94
2014-02-15 23:22:00,40.884
2014-02-15 23:27:00,53.298
2014-02-15 23:32:00,44.852
2014-02-15 23:37:00,43.778
2014-02-15 23:42:00,47.974
2014-02-15 23:47:00,46.79
2014-02-15 23:52:00,44.742
2014-02-15 23:57:00,49.146
2014-02-16 00:02:00,41.064
2014-02-16 00:07:00,52.73
2014-02-16 00:12:00,46.996
2014-02-16 00:17:00,42.998
2014-02-16 00:22:00,49.798
2014-02-16 00:27:00,40.658
2014-02-16 00:32:00,52.044
2014-02-16 00:37:00,46.714
2014-02-16 00:42:00,41.456
2014-02-16 00:47:00,52.418
2014-02-16 00:52:00,44.994
2014-02-16 00:57:00,45.728
2014-02-16 01:02:00,48.802
2014-02-16 01:07:00,51.408
2014-02-16 01:12:00,48.678
2014-02-16 01:17:00,47.394
2014-02-16 01:22:00,41.11
2014-02-16 01:27:00,53.23
2014-02-16 01:32:00,49.418
2014-02-16 01:37:00,43.518
2014-02-16 01:42:00,49.248
2014-02-16 01:47:00,45.846
2014-02-16 01:52:00,47.066
2014-02-16 01:57:00,47.752
2014-02-16 02:02:00,42.066
2014-02-16 02:07:00,51.708
2014-02-16 02:12:00,45.976
2014-02-16 02:17:00,43.474
2014-02-16 02:22:00,46.58
2014-02-16 02:27:00,38.522
2014-02-16 02:32:00,52.794
2014-02-16 02:37:00,44.436
2014-02-16 02:42:00,41.854
2014-02-16 02:47:00,51.056
2014-02-16 02:52:00,46.11
2014-02-16 02:57:00,46.15
2014-02-16 03:02:00,50.54
2014-02-16 03:07:00,48.122
2014-02-16 03:12:00,44.108
2014-02-16 03:17:00,47.492
2014-02-16 03:22:00,41.808
2014-02-16 03:27:00,56.22
2014-02-16 03:32:00,45.306
2014-02-16 03:37:00,43.404
2014-02-16 03:42:00,50.352
2014-02-16 03:47:00,47.48
2014-02-16 03:52:00,44.674
2014-02-16 03:57:00,49.672
2014-02-16 04:02:00,40.694
2014-02-16 04:07:00,54.212
2014-02-16 04:12:00,46.384
2014-02-16 04:17:00,41.292
2014-02-16 04:22:00,52.806
2014-02-16 04:27:00,46.154
2014-02-16 04:32:00,42.456
2014-02-16 04:37:00,49.46
2014-02-16 04:42:00,46.126
2014-02-16 04:47:00,45.61
2014-02-16 04:52:00,46.878
2014-02-16 04:57:00,42.746
2014-02-16 05:02:00,53.028
2014-02-16 05:07:00,47.63
2014-02-16 05:12:00,41.116
2014-02-16 05:17:00,49.32
2014-02-16 05:22:00,46.478
2014-02-16 05:27:00,45.564
2014-02-16 05:32:00,47.256
2014-02-16 05:37:00,40.488
2014-02-16 05:42:00,52.652
2014-02-16 05:47:00,44.718
2014-02-16 05:52:00,42.97
2014-02-16 05:57:00,51.854
2014-02-16 06:02:00,46.076
2014-02-16 06:07:00,45.904
2014-02-16 06:12:00,47.276
2014-02-16 06:17:00,41.714
2014-02-16 06:22:00,52.972
2014-02-16 06:27:00,44.984
2014-02-16 06:32:00,43.29
2014-02-16 06:37:00,49.694
2014-02-16 06:42:00,45.234
2014-02-16 06:47:00,45.564
2014-02-16 06:52:00,46.3
2014-02-16 06:57:00,43.568
2014-02-16 07:02:00,52.724
2014-02-16 07:07:00,46.784
2014-02-16 07:12:00,42.23
2014-02-16 07:17:00,50.448
2014-02-16 07:22:00,46.432
2014-02-16 07:27:00,43.826
2014-02-16 07:32:00,49.508
2014-02-16 07:37:00,45.488
2014-02-16 07:42:00,45.908
2014-02-16 07:47:00,45.68
2014-02-16 07:52:00,40.094
2014-02-16 07:57:00,54.828
2014-02-16 08:02:00,45.212
2014-02-16 08:07:00,44.444
2014-02-16 08:12:00,47.676
2014-02-16 08:17:00,39.742
2014-02-16 08:22:00,50.678
2014-02-16 08:27:00,46.292
2019-09-04 10:55:00,1.0
2019-09-04 10:57:00,4.0
2019-09-04 10:59:00,1.0
2019-09-04 11:01:00,12.0
2019-09-04 11:03:00,7.0
2019-09-04 11:05:00,98.0
2019-09-04 11:07:00,3.0
2019-09-04 11:09:00,6.0
2019-09-04 11:11:00,4.0
2019-09-04 11:13:00,1.0
2019-09-04 11:13:00,1.0
2019-09-04 11:15:00,4.0
2019-09-04 11:17:00,12.0
2019-09-04 11:19:00,7.0
2019-09-04 11:21:00,8.0
2019-09-04 11:23:00,8.0
2019-09-04 11:25:00,2.0
2019-09-04 11:27:00,9.0
2019-09-04 11:31:00,15.0
2019-09-04 11:55:00,1.0
2019-09-04 11:57:00,34.0
2019-09-04 11:59:00,7.0
2019-09-04 12:01:00,13.0
2019-09-04 12:03:00,4.0
2019-09-04 12:05:00,1.0
2019-09-09 13:57:00,37.0
2019-09-09 13:59:00,6.0
2019-09-09 14:01:00,4.0
2019-09-09 14:03:00,6.0
2019-09-09 14:05:00,97.0
2019-09-09 14:07:00,43.0
2019-09-09 14:09:00,7.0
2019-09-09 14:11:00,40.0
2019-09-09 14:13:00,3.0
2019-09-09 14:15:00,36.0
2019-09-09 14:25:00,7.0
2019-09-09 14:27:00,13.0
2019-09-09 14:29:00,7.0
2019-09-09 14:31:00,45.0
2019-09-09 14:33:00,9.0
2019-09-09 14:35:00,9.0
2019-09-09 14:37:00,40.0
2019-09-09 14:39:00,4.0
2019-09-09 14:41:00,7.0
2019-09-11 11:49:00,7.0
2019-09-11 11:51:00,7.0
2019-09-11 11:53:00,8.0
2019-09-11 11:55:00,3.0
2019-09-11 11:57:00,8.0
2019-09-11 11:59:00,6.0
2019-09-11 12:01:00,7.0
2019-09-11 12:03:00,46.0
2019-09-11 12:05:00,4.0
2019-09-11 12:07:00,7.0
2019-09-11 12:17:00,6.0
2019-09-11 12:19:00,16.0
2019-09-11 12:21:00,19.0
2019-09-11 12:23:00,8.0
2019-09-11 12:25:00,1.0
2019-09-11 12:27:00,3.0
2019-09-11 12:29:00,1.0
2019-09-11 12:31:00,21.0
2019-09-11 12:33:00,3.0
2019-09-11 12:35:00,2.0
2019-09-11 12:45:00,4.0
2019-09-11 12:47:00,1.0
2019-09-11 12:49:00,39.0
2019-09-11 12:51:00,97.0
2019-09-11 12:53:00,7.0
2019-09-11 12:55:00,6.0
2019-09-11 12:57:00,7.0
2019-09-11 12:59:00,9.0
2019-09-11 13:01:00,28.0
2019-09-11 13:03:00,11.0
2019-09-11 13:13:00,2.0
2019-09-11 13:15:00,4.0
2019-09-11 13:17:00,12.0
2019-09-11 13:19:00,7.0
2019-09-11 13:21:00,4.0
2019-09-11 13:23:00,7.0
2019-09-11 13:25:00,14.0
2019-09-11 13:27:00,23.0
2019-09-11 13:29:00,3.0
